Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Coolpad,1825-I01,1825-I01,3072MB,Phone,Mediatek MT6761,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Coolpad,Coolpad 3310A,ventura,910MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,27,3.0
COPAN,Aplus,Aplus,1879MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
CORN,CORN C10,CORN_C10,2864MB,Phone,Mediatek MT6739WW,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
CORN,C5,C5,953MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Covia,CP-W5s,CP-W5s,2756MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Covia,CP-K19,CP-K19,1874MB,Phone,Mediatek MT6739WW,480x960,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Crosscall,Core- X3,HS8917QC,2048MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.0
Crosscall,Trekker- X4,HSSDM660QC,4096MB,Phone,Qualcomm SDM660,1080x1920,408;480,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Ctroniq,K9,K9,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Cubot,CUBOT_NOVA,CUBOT_NOVA,2897MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Cubot,QUEST,QUEST,3767MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cubot,R15_PRO,R15_PRO,2857MB,Phone,Mediatek MT6761,720x1520,320,armeabi-v7a;armeabi,28,3.2
Cubot,MAX  2,MAX_2,4096MB,Phone,Mediatek MT6762,640x1352,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cubot,CUBOT R11,CUBOT_R11,1936MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Cubot,QUEST LITE,QUEST_LITE,3072MB,Phone,Mediatek MT6762,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cubot,X20_PRO,X20_PRO,5765MB,Phone,Mediatek MT6737,1080x2340,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cubot,J7,J7,1933MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,28,2.0
Cubot,X19,X19,3835-3838MB,Phone,Mediatek MT6763,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Cubot,CUBOT_J3_PRO,CUBOT_J3_PRO,1024MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Cubot,KING_KONG_3,KING_KONG_3,3818MB,Phone,Mediatek MT6763,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Cubot,R15,R15,1950MB,Phone,Mediatek MT6580,720x1520,320,armeabi-v7a;armeabi,28,2.0
Cubot,J5,J5,1959MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,28,2.0
Cubot,P30,P30,3834MB,Phone,Mediatek MT6763,1080x2340,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cubot,R19,R19,3072MB,Phone,Mediatek MT6761,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cubot,CUBOT_A5,CUBOT_A5,2907MB,Phone,Mediatek MT6753,1080x1920,480,armeabi-v7a;armeabi,27,3.1
Cubot,CUBOT_POWER,CUBOT_POWER,5815MB,Phone,Mediatek MT6737T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Custom,Ares,Ares,2901MB,Phone,Mediatek MT6739WW,720x1560,320,armeabi-v7a;armeabi,28,3.2
Cutepad,Tab_4_M7078,Tab_4_M7078,955MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Cyrus,CS22XA_EEA,CS22XA_EEA,1871MB,Phone,Mediatek MT6761,720x1280,320,armeabi-v7a;armeabi,28,3.2
D-Tech,D5L,D5-L,1884MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
d.light,M100,M100,939MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
d.light,M1000,M1000,1873MB,Phone,Mediatek MT6739WA,480x960,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Dahl Sweden,People Plus,People_Plus,1797MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Danew,Konnect 602,Konnect602,927MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Danew,Konnect 503,Konnect503,929MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Danew,Dslide716,Dslide716,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Danew,Konnect_508,Konnect_508,889MB,Phone,Mediatek MT6739WA,480x854,213,armeabi-v7a;armeabi,27,3.2
Danew,G27,G27,1848MB,Phone,Mediatek MT6739WA,640x1280,320,armeabi-v7a;armeabi,27,3.2
Danew,Dslide 1013QC,Dslide1013QC_v2,985MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
Danew,Dslide 1013QC,Dslide1013QC_v3,981MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,27,2.0
Danew,Konnect_607,Konnect_607,886MB,Phone,Mediatek MT6739WA,600x1280,320,armeabi-v7a;armeabi,27,3.2
Danew,TRACE ONE,T_ONE,1797MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Danew,Konnect 402,Konnect402,904MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,27,2.0
Danew,Dslide_113,Dslide_113,954MB,Tablet,Rockchip RK3326,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Datalogic,Datalogic MEMOR 10,dl35,2853MB,Phone,Mediatek MT6763,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Datalogic,MEMOR 1,M1_PISTOL,1910MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,27,3.0
Datalogic,MEMOR 1,M1_HANDHELD,1910MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,27,3.0
Datamini,K508101,K508101,1932MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,27,2.0
Datamini,K908H4G,K908H4G,1927MB,Tablet,Mediatek MT8735,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Datsun,D6000,D6000,891MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,27,3.1
Datsun,Datsun_D5001,Datsun_D5001,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Dell,Chromebook 11 Model 3180,kefka_cheets,3894MB,PC,Intel N3060,1366x768;768x1366,160,x86;armeabi-v7a;armeabi,25;28,3.1
Dell,Chromebook 13 3380,asuka_cheets,3846MB,PC,Intel 3855U,1366x768,160,x86;armeabi-v7a;armeabi,25;28,3.1
Denali,ETAB3,DT0706W08,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Denali,Etab2,DT0705W08,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Denver Electronics,SDQ_52001G,SDQ_52001G,894MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Denver Electronics,TAQ_10G,TAQ_10G,894MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Denver Electronics,SDQ-57004L,SDQ-57004L,1953MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Denver Electronics,TAQ-102,TAQ102,1024MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Denver Electronics,TIQ-102,TIQ102,1024MB,Tablet,Rockchip RK3126C,1280x800,160,armeabi-v7a;armeabi,27,2.0
Denver Electronics,TIQ-104,TIQ104,2048MB,Tablet,Rockchip RK3126C,1280x800,160,armeabi-v7a;armeabi,27,2.0
Denver Electronics,TAQ-10,TAQ10,1024MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Denver Electronics,TAQ-70,TAQ70,1024MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Denver Electronics,TAQ-90,TAQ90,1024MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Denver Electronics,SDQ-55044L,SDQ-55044L,1953MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,27,3.1
DEXP,L170,L170,889MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
DEXP,VA110,VA110,904MB,Tablet,Spreadtrum SC7731E,1024x600,160,armeabi-v7a;armeabi,27,3.2
DEXP,G255,G255,947MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
DEXP,AL240,AL240,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
DEXP,GS150,GS150,891MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
DEXP,Z455,Z455,2884MB,Phone,Mediatek MT6739CH,1440x720,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
DEXP,L180,L180,1915MB,Tablet,Mediatek MT8735M,800x1280,160,armeabi-v7a;armeabi,27,3.1
DEXP,G253,G253,951MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
DEXP,B355,B355,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
DEXP,E110,E110,1929MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,28,2.0
DEXP,P380i,P380i,886MB,Phone,Spreadtrum SC9832,800x1280,240,armeabi-v7a;armeabi,27,3.2
DEXP,BS155,BS155,927MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
DEXP,BL150,BL150,894MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
DEXP,T155,T155,1871MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi-v7a;armeabi,27,3.2
DEXP,N410,N410,3809MB,Tablet,Spreadtrum SC9832E,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,28,3.2
DEXP,L270,L270,1938MB,Tablet,Spreadtrum SC7731E,600x1024,160,armeabi-v7a;armeabi,28,3.2
DEXP,VA210,VA210,904MB,Tablet,Spreadtrum SC7731E,800x1280,213,armeabi-v7a;armeabi,27,3.2
DEXP,Z355,Z355,1901MB,Phone,Mediatek MT6739WW,640x1280,320,armeabi-v7a;armeabi,27,3.2
DEXP,AS260,AS260,2897MB,Phone,Mediatek MT6739WA,720x1512,320,armeabi-v7a;armeabi,27,3.2
DEXP,B340,B340,958MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
DEXP,G355,G355,890MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
DEXP,Z250,Z250,1916MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi-v7a;armeabi,27,3.2
DEXP,S570,S570,904MB,Phone,Spreadtrum SC7731E,600x1024,213,armeabi-v7a;armeabi,27,3.2
DEXP,DEXP S380,S380,1970MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
DEXP,E180,E180,1879MB,Tablet,Mediatek MT8765A,800x1280,160,armeabi-v7a;armeabi,28,3.2
DEXP,A240,A240,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
DEXP,H270,H270,904MB,Phone,Spreadtrum SC7731E,600x1024,213,armeabi-v7a;armeabi,27,3.2
DEXP,B245,B245,904MB,Phone,Spreadtrum SC7731,480x854,240,armeabi-v7a;armeabi,27,3.2
DEXP,AL140,AL140,451MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,27,2.0
DEXP,E210,E210,1879MB,Tablet,Mediatek MT8765A,1280x800,160,armeabi-v7a;armeabi,28,3.2
DEXP,S180,S180,904MB,Phone,Spreadtrum SC7731E,800x1280,240,armeabi-v7a;armeabi,27,3.2
DEXP,VA170,VA170,982MB,Tablet,Allwinner A50,600x1024,160,armeabi-v7a;armeabi,27,2.0
DEXP,E170,E170,1796MB,Phone,Spreadtrum SC9832E,800x1280,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
DEXP,N470,N470,904MB,Phone,Spreadtrum SC7731E,600x1024,213,armeabi-v7a;armeabi,27,3.2
DEXP,B260,B260,920MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
DEXP,URSUS S180i,S180i,954MB,Tablet,Rockchip RK3326,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
DEXP,L110,L110,1897MB,Tablet,Mediatek MT8735,1920x1200,240,armeabi-v7a;armeabi,27,3.1
DEXP,DEXP M210,M210,2701MB,Tablet,Mediatek MT6797,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,26,3.2
DEXP,BS650,BS650,957MB,Phone,Spreadtrum SC7731C,480x960,240,armeabi-v7a;armeabi,27,3.2
DEXP,N310,N310,1802MB,Tablet,Spreadtrum SC9832E,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,27,3.2
DEXP,P510,P510,885MB,Tablet,Spreadtrum SC9832E,800x1280,213,armeabi-v7a;armeabi,27,3.2
DEXP,GS155,GS155,891MB,Phone,Mediatek MT6739WW,480x960,240,armeabi-v7a;armeabi,27,3.2
DEXP,N570,N570,1802MB,Phone,Spreadtrum SC9832A,800x1280,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
DEXP,DEXP M110,M110,2701MB,Tablet,Mediatek MT6797,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,26,3.2
DEXP,GS153,GS153,891MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
DEXP,N210,N210,1802MB,Tablet,Spreadtrum SC9832E,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,27,3.2
DEXP,BL250,BL250,922MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,27,3.1
DEXP,GL355,GL355,1902MB,Phone,Mediatek MT6739WW,640x1280,320,armeabi-v7a;armeabi,27,3.2
DEXP,BS550,BS550,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
DEXP,N370,N370,904MB,Phone,Spreadtrum SC7731E,600x1024,213,armeabi-v7a;armeabi,27,3.2
DEXP,P410,P410,904MB,Tablet,Spreadtrum SC7731E,1280x800,213,armeabi-v7a;armeabi,27,3.2
DEXP,Senior,SENIOR,951MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
DEXP,S280,S280,904MB,Phone,Spreadtrum SC7731,800x1280,240,armeabi-v7a;armeabi,27,3.2
DEXP,AS160,AS160,3762MB,Phone,Mediatek MT6570,720x1512,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
DEXP,G550,G550,907MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
DEXP,B450,B450,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
DEXP,S470,S470,904MB,Phone,Spreadtrum SC7731E,600x1024,213,armeabi-v7a;armeabi,27,3.2
DEXP,S290,S290,1905MB,Tablet,Mediatek MT6580,800x1280,160,armeabi-v7a;armeabi,27,2.0
DEXP,S370,S370,904MB,Tablet,Spreadtrum SC7731E,600x1024,160,armeabi-v7a;armeabi,27,3.2
DEXP,A150,A150,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
DEXP,BS160,BS160,904MB,Phone,Spreadtrum SC7731E,480x960,213,armeabi-v7a;armeabi,27,3.2
DEYI,DEYI-10M18,DEYI-10M18,1949MB,Phone,Mediatek MT8163,800x1280,240,arm64-v8a;armeabi-v7a;armeabi,27,3.1
DGTEC,DG7TBIPSG,DG7TBIPSG,1959MB,Tablet,Rockchip RK3326,1024x600,160,armeabi-v7a;armeabi,28,3.2
DGTEC,DG101TBIPS,DG101TBIPS,1959MB,Tablet,Rockchip RK3326,1280x800,213,armeabi-v7a;armeabi,28,3.2
Dialog Blaze,Dialog_Blaze_Mini,Dialog_Blaze_Mini,423MB,Phone,Spreadtrum SC9832,480x800,240,armeabi-v7a;armeabi,27,3.2
Diamond,A1046DRI,A1046DRI,954MB,Tablet,Rockchip RK3326,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Diamond,Luxuary-X,Luxuary-X,954MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Diamond,DIM100,DIM100,981MB,Tablet,Rockchip RK3126C,1280x800,160,armeabi-v7a;armeabi,27,2.0
Dicle,DTABC2,DTABC2,970MB,Tablet,Mediatek MT8163,1280x800,213,armeabi-v7a;armeabi,27,3.1
Digi,Digi R1,Digi_R1,2874MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi-v7a;armeabi,27,3.2
Digi,Digi C2,Digi_C2,3072MB,Phone,Mediatek MT6761,720x1560,320,armeabi-v7a;armeabi,28,3.2
Digi,Digi R2,Digi_R2,4096MB,Phone,Mediatek MT6763,720x1560,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Digi,Digi C1,Digi_C1,1859MB,Phone,Mediatek MT6739CH,720x1280,320,armeabi-v7a;armeabi,27,3.2
Digi,Digi K2,Digi_K2,5759MB,Phone,Mediatek MT6771T,1080x2340,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Digicel,Digi K1,Digi_K1,5817MB,Phone,Mediatek MT6763,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Digicel,DL501,DL501,878MB,Phone,Mediatek MT6739WA,480x854,240,armeabi-v7a;armeabi,27,3.2
Digicom,Digicom_A7_LTE,Digicom_A7_LTE,927MB,Tablet,Mediatek MT8735D,600x1024,160,armeabi-v7a;armeabi,27,3.1
Digicom,Tribe,Tribe,438MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
DigiLand,DL1016,mid1016,1450MB,Tablet,Mediatek MT8167A,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
DigiLand,DL1003,DL9003,980MB,Tablet,Mediatek MT8163,600x1024,160,armeabi-v7a;armeabi,27,3.1
DigiLand,DL9003mk,mdt9003,969MB,Tablet,Mediatek MT8167A,1024x600,160,armeabi-v7a;armeabi,28,3.2
DigiLand,PCBOX,Kova_2_PCB-T731,982MB,Tablet,Allwinner A50,1024x600,160,armeabi-v7a;armeabi,27,2.0
DigiLand,EVERPAD,EVERPAD,982MB,Tablet,Allwinner A50,1024x600,160,armeabi-v7a;armeabi,27,2.0
DigiLand,Leotec,mid1016_mk_32,964MB,Tablet,Mediatek MT8167A,800x1280,160,armeabi-v7a;armeabi,28,3.2
Digma,Optima Kids 7,TS7203RW,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Digma,CS8205PG,CS8205PG,904MB,Phone,Spreadtrum SC7731E,800x1280,240,armeabi-v7a;armeabi,27,3.2
Digma,Digma Plane 1584S 3G PS1201PG,PS1201PG,904MB,Tablet,Spreadtrum SC7731E,800x1280,160,armeabi-v7a;armeabi,27,3.2
Digma,DIGMA CITI 7575 3G CS7193MG,CS7193MG,1965MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
Digma,DIGMA CITI 1576 3G CS1194MG,CS1194MG,1965MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,27,2.0
Digma,CITI_7591_3G_CS7208MG,CS7208MG,1929MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,28,2.0
Digma,Digma LINX Alfa 3G LT4047MG,LT4047MG,438MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
Digma,Optima_8027_3G,TS8211PG,904MB,Phone,Spreadtrum SC7731E,800x1280,240,armeabi-v7a;armeabi,27,3.2
Digma,CS7113PL,CS7113PL,1802-1888MB,Phone,Spreadtrum SC9832E,800x1280,213;240,arm64-v8a;armeabi-v7a;armeabi,24;27,2.0;3.2
Digma,DIGMA LINX PAY 4G LS5053ML,LS5053ML,1883MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Digma,DIGMA LINX ATOM 3G LT4049PG,LT4049PG,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Digma,PS7210PG,PS7210PG,1938MB,Phone,Spreadtrum SC7731E,600x1024,213,armeabi-v7a;armeabi,28,3.2
Digma,Plane 8595 3G PS8212PG,PS8212PG,1938MB,Tablet,Spreadtrum SC7731E,800x1280,213,armeabi-v7a;armeabi,28,3.2
Digma,DIGMA LINX ARGO 3G LT4054MG,LT4054MG,451MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Digma,DIGMA LINX RAGE 4G LS5040PL,LS5040PL,1850MB,Phone,Spreadtrum SC9850,720x1440,320,armeabi-v7a;armeabi,27,3.2
Digma,DIGMA CITI 1578 4G CS1196ML,CS1196ML,1930MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,27,3.1
Digma,Vox V40 3G VT4055MG,VT4055MG,451MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,27,2.0
Digma,Digma Platina 1579M 4G NS1800ML,NS1800ML,1897MB,Tablet,Mediatek MT8735,1920x1200,240,armeabi-v7a;armeabi,27,3.1
Digma,CITI_8589_3G_CS8206MG,CS8206MG,1929MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,28,2.0
Digma,Digma Plane 8580 4G PS8199ML,PS8199ML,1914MB,Tablet,Mediatek MT8735,1280x800,160,armeabi-v7a;armeabi,27,3.1
Digma,DIGMA CITI 3000 4G CS3001ML,CS3001ML,2920MB,Tablet,Mediatek MT8735,1080x1920,240,armeabi-v7a;armeabi,27,3.1
Digma,Optima 1028 3G TS1215PG,TS1215PG,904MB,Tablet,Spreadtrum SC7731E,1280x800,213,armeabi-v7a;armeabi,27,3.2
Digma,DIGMA LINX TRIX 4G LS5041PL,LS5041PL,1853MB,Phone,Spreadtrum SC9850,720x1440,320,armeabi-v7a;armeabi,27,3.2
Digma,CS7204MG,CS7204MG,1929MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,28,2.0
Digma,DIGMA LINX Joy 3G LT5048MG,LT5048MG,438MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Digma,Digma Plane 1585S 4G PS1502PL,PS1202PL,886MB,Tablet,Spreadtrum SC9832,800x1280,213,armeabi-v7a;armeabi,27,3.2
Digma,DIGMA CITI 1577 3G CS1195MG,CS1195MG,1965MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
Digma,Linx X1 PRO 3G LS4051MG,LS4051MG,1967MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Digma,PS8163PL,PS8163PL,886MB,Phone,Spreadtrum SC9832,800x1280,240,armeabi-v7a;armeabi,27,3.2
Digma,Plane_1596_3G_PS1213PG,PS1213PG,1938MB,Tablet,Spreadtrum SC7731E,1280x800,213,armeabi-v7a;armeabi,28,3.2
Digma,DIGMA LINX BASE 4G LT5052ML,LT5052ML,905MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Digma,Digma Optima Prime 5 3G TS7198PG,TS7198PG,904MB,Tablet,Spreadtrum SC7731E,600x1024,160,armeabi-v7a;armeabi,27,3.2
Digma,Digma Plane 7580S 4G PS7192PL,PS7192PL,886MB,Phone,Spreadtrum SC9832,600x1024,213,armeabi-v7a;armeabi,27,3.2
Dinax,DX_TASL83,DX_TASL83,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Dinax,DX_TA_SL83,DX_TA_SL83,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Dinax,DX_TA7001,DX_TA7001,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Dinax,DX_TA_7001,DX_TA_7001,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Dingding,X11S,X11S,1879MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Dingding,X12,X12,1878MB,Phone,Mediatek MT6739WA,720x1498,320,armeabi-v7a;armeabi,27,3.2
Dingding,X10,X10,699MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Disney,Frozen_G9,Frozen_G9,954MB,Tablet,Rockchip RK3326,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Disney,Princess_G9,Princess_G9,954MB,Tablet,Rockchip RK3326,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Disney Frozen,MARVEL,MARVEL,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Disney Frozen,PRINCESS,PRINCESS,981MB,Tablet,Mediatek MT8167A,600x1024,160,armeabi-v7a;armeabi,27,2.0
Disney Frozen,DC_COMICS,DC_COMICS,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Disney Frozen,FROZEN,FROZEN,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Disney Pixar,Toy_story,Toy_story,954MB,Tablet,Rockchip RK3326,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Ditecma,M1092RV5,M1092RV5,2048MB,Tablet,Rockchip RK3368H,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Diva,QC804GM,QC804GM,921MB,Tablet,Mediatek MT8735,800x1280,160,armeabi-v7a;armeabi,27,3.1
Diva,QC1004GM,QC1004GM,921MB,Tablet,Mediatek MT8735,800x1280,160,armeabi-v7a;armeabi,27,3.1
DO Mobile,DO_Mate2,Mate2,1875MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Docomo,d-01K,d-01K,2748-2749MB,Tablet,HiSilicon KIRIN659,1200x1920;1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Docomo,d-02K,d-02K,2743-2748MB,Tablet,HiSilicon KIRIN659,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Doogee,X50,X50,1024MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Doogee,Y8,Y8,3072MB,Phone,Mediatek MT6739WA,600x1280,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Doogee,N20,N20,3836MB,Phone,Mediatek MT6763,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
